1π/288, 0.62, 544.3702582479303,
2π/288, 1.25, 448.03472618698953,
3π/288, 1.88, 403.0343772158024,
4π/288, 2.5, 377.4752355430601,
5π/288, 3.12, 362.21866405631033,
6π/288, 3.75, 350.88201716135706,
7π/288, 4.38, 342.508017366832,
8π/288, 5.0, 336.30541471583945,
9π/288, 5.62, 330.8419600684155,
10π/288, 6.25, 326.2358474057555,
11π/288, 6.87, 320.9342424332078,
12π/288, 7.5, 317.2680019277908,
13π/288, 8.12, 313.16439265978556,
14π/288, 8.75, 309.2745489472223,
15π/288, 9.38, 305.7596535746909,
16π/288, 10.0, 301.40108389697156,
17π/288, 10.63, 297.7047132820931,
18π/288, 11.25, 293.8996760615505,
19π/288, 11.88, 289.03710399969697,
20π/288, 12.5, 284.93468354285625,
21π/288, 13.12, 280.53407596250673,
22π/288, 13.75, 275.7351710074602,
23π/288, 14.37, 270.81000429277634,
24π/288, 15.0, 266.2055648327773,
25π/288, 15.63, 261.3130349348664,
26π/288, 16.25, 256.9075560381531,
27π/288, 16.88, 251.70619732422034,
28π/288, 17.5, 246.59915614960977,
29π/288, 18.12, 241.1283220636212,
30π/288, 18.75, 235.56102836086438,
31π/288, 19.38, 230.91449989548343,
32π/288, 20.0, 225.87778865718687,
33π/288, 20.62, 221.35138880548774,
34π/288, 21.25, 216.61193570563748,
35π/288, 21.88, 211.8843491613127,
36π/288, 22.5, 207.77126290438986,
37π/288, 23.12, 203.51241909864308,
38π/288, 23.75, 199.61642347742398,
39π/288, 24.38, 196.54685945183599,
40π/288, 25.0, 193.48771529481735,
41π/288, 25.62, 190.86079230805083,
42π/288, 26.25, 189.48763872631275,
43π/288, 26.88, 188.3446999367084,
44π/288, 27.5, 188.42811955836675,
45π/288, 28.12, 189.66147037244372,
46π/288, 28.75, 191.93593262489645,
47π/288, 29.38, 195.38128612113331,
48π/288, 30.0, 200.18036225172497,
49π/288, 30.62, 206.62474623006747,
50π/288, 31.25, 214.67217562418963,
51π/288, 31.88, 224.78597614859456,
52π/288, 32.5, 236.9441145070297,
53π/288, 33.12, 251.38893771617288,
54π/288, 33.75, 268.6232372212448,
55π/288, 34.38, 288.7042292455706,
56π/288, 35.0, 311.99959731602655,
57π/288, 35.62, 339.05327974547333,
58π/288, 36.25, 369.98504354054256,
59π/288, 36.88, 405.31349634969763,
60π/288, 37.5, 445.36386159306807,
61π/288, 38.12, 490.74306750886575,
62π/288, 38.75, 534.4280915765838,
63π/288, 39.38, 535.7494350425429,
64π/288, 40.0, 542.8220220637309,
65π/288, 40.62, 550.6596516275769,
66π/288, 41.25, 558.3203963077267,
67π/288, 41.87, 566.4213735133864,
68π/288, 42.5, 573.8476294156404,
69π/288, 43.12, 581.2668108579409,
70π/288, 43.75, 587.3855652484858,
71π/288, 44.38, 603.0186842570889,
72π/288, 45.0, 617.2942508275827,
73π/288, 45.62, 623.1345690476367,
74π/288, 46.25, 636.6202294941862,
75π/288, 46.87, 652.226292018137,
76π/288, 47.5, 666.1120061130243,
77π/288, 48.12, 674.7283962781578,
78π/288, 48.75, 691.4835215237931,
79π/288, 49.38, 700.0874272284195,
80π/288, 50.0, 712.8799755581423,
81π/288, 50.62, 723.5197738302774,
82π/288, 51.25, 737.9795023572481,
83π/288, 51.88, 754.2020959676834,
84π/288, 52.5, 777.5716727649038,
85π/288, 53.12, 770.980344751776,
86π/288, 53.75, 804.1502671589773,
87π/288, 54.38, 832.4642676322228,
88π/288, 55.0, 812.6395512335462,
89π/288, 55.62, 846.8812559763783,
90π/288, 56.25, 866.6430964522432,
91π/288, 56.88, 868.2682312163568,
92π/288, 57.5, 911.1728771293566,
93π/288, 58.12, 900.8249851292283,
94π/288, 58.75, 893.3296932907722,
95π/288, 59.38, 927.8661294962317,
96π/288, 60.0, 975.9810268132321,
97π/288, 60.62, 981.0124594269605,
98π/288, 61.25, 967.4019824133046,
99π/288, 61.88, 1005.1087996726981,
100π/288, 62.5, 1015.6861228000627,
101π/288, 63.13, 995.8672200389824,
102π/288, 63.75, 1069.4783059595427,
103π/288, 64.37, 1070.9617176203026,
104π/288, 65.0, 1079.243237336421,
105π/288, 65.62, 1087.375806476674,
106π/288, 66.25, 1118.0636850262194,
107π/288, 66.88, 1127.4913675838848,
108π/288, 67.5, 1157.1568461180002,
109π/288, 68.12, 1119.4117492581095,
110π/288, 68.75, 1204.1943535923501,
111π/288, 69.38, 1198.151869067569,
112π/288, 70.0, 1233.6646530836142,
113π/288, 70.62, 1182.395440706871,
114π/288, 71.25, 1270.4562471426132,
115π/288, 71.88, 1265.2005156382645,
116π/288, 72.5, 1290.9515860584515,
117π/288, 73.13, 1238.6890641241541,
118π/288, 73.75, 1318.2414290708723,
119π/288, 74.38, 1364.8266248693221,
120π/288, 75.0, 1353.1973799041273,
121π/288, 75.62, 1319.0607137803263,
122π/288, 76.25, 1423.5629119408761,
123π/288, 76.88, 1407.8492529368364,
124π/288, 77.5, 1434.9439561739846,
125π/288, 78.12, 1424.7791863522493,
126π/288, 78.75, 1388.4263347711492,
127π/288, 79.38, 1487.2355913280999,
128π/288, 80.0, 1519.8594355535377,
129π/288, 80.62, 1559.3331000905334,
130π/288, 81.25, 1455.9603612794417,
131π/288, 81.88, 1558.2734220884822,
132π/288, 82.5, 1602.3587996122842,
133π/288, 83.12, 1648.699500016099,
134π/288, 83.75, 1639.0179431946524,
135π/288, 84.37, 1569.8801869023016,
136π/288, 85.0, 1680.0280900427754,
137π/288, 85.62, 1731.9477370122745,
138π/288, 86.25, 1794.702334426848,
139π/288, 86.88, 1596.4778516339513,
140π/288, 87.5, 1723.6705478669137,
141π/288, 88.12, 1798.3824366116435,
142π/288, 88.75, 1897.0250130020931,
143π/288, 89.38, 2004.5701671775353,
